"TambonID", "TambonThai", "TambonThaiShort", "PostCodeMain", "PostCodeAll", "PostalCodeRemark", "DistrictID", "DistrictThai", "DistrictThaiShort", "ProvinceID", "ProvinceThai"
321403	จีกแดก	จีกแดก	32140	32140		3214	อำเภอพนมดงรัก	พนมดงรัก	32	สุรินทร์
321404	ตาเมียง	ตาเมียง	32140	32140		3214	อำเภอพนมดงรัก	พนมดงรัก	32	สุรินทร์
321501	ณรงค์	ณรงค์	32150	32150		3215	อำเภอศรีณรงค์	ศรีณรงค์	32	สุรินทร์
321502	แจนแวน	แจนแวน	32150	32150		3215	อำเภอศรีณรงค์	ศรีณรงค์	32	สุรินทร์
321503	ตรวจ	ตรวจ	32150	32150		3215	อำเภอศรีณรงค์	ศรีณรงค์	32	สุรินทร์
321504	หนองแวง	หนองแวง	32150	32150		3215	อำเภอศรีณรงค์	ศรีณรงค์	32	สุรินทร์
321505	ศรีสุข	ศรีสุข	32150	32150		3215	อำเภอศรีณรงค์	ศรีณรงค์	32	สุรินทร์
321601	เขวาสินรินทร์	เขวาสินรินทร์	32000	32000		3216	อำเภอเขวาสินรินทร์	เขวาสินรินทร์	32	สุรินทร์
321602	บึง	บึง	32000	32000		3216	อำเภอเขวาสินรินทร์	เขวาสินรินทร์	32	สุรินทร์
321603	ตากูก	ตากูก	32000	32000		3216	อำเภอเขวาสินรินทร์	เขวาสินรินทร์	32	สุรินทร์
321604	ปราสาททอง	ปราสาททอง	32000	32000		3216	อำเภอเขวาสินรินทร์	เขวาสินรินทร์	32	สุรินทร์
321605	บ้านแร่	บ้านแร่	32000	32000		3216	อำเภอเขวาสินรินทร์	เขวาสินรินทร์	32	สุรินทร์
321701	หนองหลวง	หนองหลวง	32130	32130		3217	อำเภอโนนนารายณ์	โนนนารายณ์	32	สุรินทร์
321702	คำผง	คำผง	32130	32130		3217	อำเภอโนนนารายณ์	โนนนารายณ์	32	สุรินทร์
321703	โนน	โนน	32130	32130		3217	อำเภอโนนนารายณ์	โนนนารายณ์	32	สุรินทร์
321704	ระเวียง	ระเวียง	32130	32130		3217	อำเภอโนนนารายณ์	โนนนารายณ์	32	สุรินทร์
321705	หนองเทพ	หนองเทพ	32130	32130		3217	อำเภอโนนนารายณ์	โนนนารายณ์	32	สุรินทร์
330101	เมืองเหนือ	เมืองเหนือ	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330102	เมืองใต้	เมืองใต้	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330103	คูซอด	คูซอด	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330104	ซำ	ซำ	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330105	จาน	จาน	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330106	ตะดอบ	ตะดอบ	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330107	หนองครก	หนองครก	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330111	โพนข่า	โพนข่า	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330112	โพนค้อ	โพนค้อ	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330115	โพนเขวา	โพนเขวา	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330116	หญ้าปล้อง	หญ้าปล้อง	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330118	ทุ่ม	ทุ่ม	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330119	หนองไฮ	หนองไฮ	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330121	หนองแก้ว	หนองแก้ว	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330122	น้ำคำ	น้ำคำ	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330123	โพธิ์	โพธิ์	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330124	หมากเขียบ	หมากเขียบ	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330127	หนองไผ่	หนองไผ่	33000	33000		3301	อำเภอเมืองศรีสะเกษ	เมืองศรีสะเกษ	33	ศรีสะเกษ
330201	ยางชุมน้อย	ยางชุมน้อย	33190	33190		3302	อำเภอยางชุมน้อย	ยางชุมน้อย	33	ศรีสะเกษ
330202	ลิ้นฟ้า	ลิ้นฟ้า	33190	33190		3302	อำเภอยางชุมน้อย	ยางชุมน้อย	33	ศรีสะเกษ
330203	คอนกาม	คอนกาม	33190	33190		3302	อำเภอยางชุมน้อย	ยางชุมน้อย	33	ศรีสะเกษ
330204	โนนคูณ	โนนคูณ	33190	33190		3302	อำเภอยางชุมน้อย	ยางชุมน้อย	33	ศรีสะเกษ
330205	กุดเมืองฮาม	กุดเมืองฮาม	33190	33190		3302	อำเภอยางชุมน้อย	ยางชุมน้อย	33	ศรีสะเกษ
330206	บึงบอน	บึงบอน	33190	33190		3302	อำเภอยางชุมน้อย	ยางชุมน้อย	33	ศรีสะเกษ
330207	ยางชุมใหญ่	ยางชุมใหญ่	33190	33190		3302	อำเภอยางชุมน้อย	ยางชุมน้อย	33	ศรีสะเกษ
330301	ดูน	ดูน	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330302	โนนสัง	โนนสัง	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330303	หนองหัวช้าง	หนองหัวช้าง	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330304	ยาง	ยาง	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330305	หนองแวง	หนองแวง	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330306	หนองแก้ว	หนองแก้ว	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330307	ทาม	ทาม	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330308	ละทาย	ละทาย	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330309	เมืองน้อย	เมืองน้อย	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330310	อีปาด	อีปาด	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330311	บัวน้อย	บัวน้อย	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330312	หนองบัว	หนองบัว	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330313	ดู่	ดู่	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330314	ผักแพว	ผักแพว	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330315	จาน	จาน	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330320	คำเนียม	คำเนียม	33130	33130		3303	อำเภอกันทรารมย์	กันทรารมย์	33	ศรีสะเกษ
330401	บึงมะลู	บึงมะลู	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330402	กุดเสลา	กุดเสลา	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330403	เมือง	เมือง	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330405	สังเม็ก	สังเม็ก	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330406	น้ำอ้อม	น้ำอ้อม	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330407	ละลาย	ละลาย	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330408	รุง	รุง	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330409	ตระกาจ	ตระกาจ	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330411	จานใหญ่	จานใหญ่	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330412	ภูเงิน	ภูเงิน	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330413	ชำ	ชำ	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330414	กระแชง	กระแชง	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330415	โนนสำราญ	โนนสำราญ	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330416	หนองหญ้าลาด	หนองหญ้าลาด	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330419	เสาธงชัย	เสาธงชัย	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330420	ขนุน	ขนุน	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330421	สวนกล้วย	สวนกล้วย	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330423	เวียงเหนือ	เวียงเหนือ	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330424	ทุ่งใหญ่	ทุ่งใหญ่	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330425	ภูผาหมอก	ภูผาหมอก	33110	33110		3304	อำเภอกันทรลักษ์	กันทรลักษ์	33	ศรีสะเกษ
330501	กันทรารมย์	กันทรารมย์	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330502	จะกง	จะกง	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330503	ใจดี	ใจดี	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330504	ดองกำเม็ด	ดองกำเม็ด	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330505	โสน	โสน	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330506	ปรือใหญ่	ปรือใหญ่	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330507	สะเดาใหญ่	สะเดาใหญ่	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330508	ตาอุด	ตาอุด	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330509	ห้วยเหนือ	ห้วยเหนือ	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330510	ห้วยใต้	ห้วยใต้	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330511	หัวเสือ	หัวเสือ	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330513	ตะเคียน	ตะเคียน	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330515	นิคมพัฒนา	นิคมพัฒนา	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330517	โคกเพชร	โคกเพชร	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330518	ปราสาท	ปราสาท	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330521	สำโรงตาเจ็น	สำโรงตาเจ็น	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330522	ห้วยสำราญ	ห้วยสำราญ	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330524	กฤษณา	กฤษณา	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330525	ลมศักดิ์	ลมศักดิ์	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330526	หนองฉลอง	หนองฉลอง	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330527	ศรีตระกูล	ศรีตระกูล	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330528	ศรีสะอาด	ศรีสะอาด	33140	33140		3305	อำเภอขุขันธ์	ขุขันธ์	33	ศรีสะเกษ
330601	ไพรบึง	ไพรบึง	33180	33180		3306	อำเภอไพรบึง	ไพรบึง	33	ศรีสะเกษ
330602	ดินแดง	ดินแดง	33180	33180		3306	อำเภอไพรบึง	ไพรบึง	33	ศรีสะเกษ
330603	ปราสาทเยอ	ปราสาทเยอ	33180	33180		3306	อำเภอไพรบึง	ไพรบึง	33	ศรีสะเกษ
330604	สำโรงพลัน	สำโรงพลัน	33180	33180		3306	อำเภอไพรบึง	ไพรบึง	33	ศรีสะเกษ
330605	สุขสวัสดิ์	สุขสวัสดิ์	33180	33180		3306	อำเภอไพรบึง	ไพรบึง	33	ศรีสะเกษ
330606	โนนปูน	โนนปูน	33180	33180		3306	อำเภอไพรบึง	ไพรบึง	33	ศรีสะเกษ
330701	พิมาย	พิมาย	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330702	กู่	กู่	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330703	หนองเชียงทูน	หนองเชียงทูน	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330704	ตูม	ตูม	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330705	สมอ	สมอ	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330706	โพธิ์ศรี	โพธิ์ศรี	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330707	สำโรงปราสาท	สำโรงปราสาท	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330708	ดู่	ดู่	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330709	สวาย	สวาย	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330710	พิมายเหนือ	พิมายเหนือ	33170	33170		3307	อำเภอปรางค์กู่	ปรางค์กู่	33	ศรีสะเกษ
330801	สิ	สิ	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330802	บักดอง	บักดอง	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330803	พราน	พราน	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330804	โพธิ์วงศ์	โพธิ์วงศ์	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330805	ไพร	ไพร	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330806	กระหวัน	กระหวัน	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330807	ขุนหาญ	ขุนหาญ	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330808	โนนสูง	โนนสูง	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330809	กันทรอม	กันทรอม	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330810	ภูฝ้าย	ภูฝ้าย	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330811	โพธิ์กระสังข์	โพธิ์กระสังข์	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330812	ห้วยจันทร์	ห้วยจันทร์	33150	33150		3308	อำเภอขุนหาญ	ขุนหาญ	33	ศรีสะเกษ
330901	เมืองคง	เมืองคง	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330902	เมืองแคน	เมืองแคน	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330903	หนองแค	หนองแค	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330906	จิกสังข์ทอง	จิกสังข์ทอง	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330907	ด่าน	ด่าน	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330908	ดู่	ดู่	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330909	หนองอึ่ง	หนองอึ่ง	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330910	บัวหุ่ง	บัวหุ่ง	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330911	ไผ่	ไผ่	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330912	ส้มป่อย	ส้มป่อย	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330913	หนองหมี	หนองหมี	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330914	หว้านคำ	หว้านคำ	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
330915	สร้างปี่	สร้างปี่	33160	33160		3309	อำเภอราษีไศล	ราษีไศล	33	ศรีสะเกษ
331001	กำแพง	กำแพง	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331002	อี่หล่ำ	อี่หล่ำ	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331003	ก้านเหลือง	ก้านเหลือง	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331004	ทุ่งไชย	ทุ่งไชย	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331005	สำโรง	สำโรง	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331006	แขม	แขม	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331007	หนองไฮ	หนองไฮ	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331008	ขะยูง	ขะยูง	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331010	ตาเกษ	ตาเกษ	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331011	หัวช้าง	หัวช้าง	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331012	รังแร้ง	รังแร้ง	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331014	แต้	แต้	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331015	แข้	แข้	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331016	โพธิ์ชัย	โพธิ์ชัย	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331017	ปะอาว	ปะอาว	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331018	หนองห้าง	หนองห้าง	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331022	สระกำแพงใหญ่	สระกำแพงใหญ่	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331024	โคกหล่าม	โคกหล่าม	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331025	โคกจาน	โคกจาน	33120	33120		3310	อำเภออุทุมพรพิสัย	อุทุมพรพิสัย	33	ศรีสะเกษ
331101	เป๊าะ	เป๊าะ	33220	33220		3311	อำเภอบึงบูรพ์	บึงบูรพ์	33	ศรีสะเกษ
331102	บึงบูรพ์	บึงบูรพ์	33220	33220		3311	อำเภอบึงบูรพ์	บึงบูรพ์	33	ศรีสะเกษ
331201	ห้วยทับทัน	ห้วยทับทัน	33210	33210		3312	อำเภอห้วยทับทัน	ห้วยทับทัน	33	ศรีสะเกษ
331202	เมืองหลวง	เมืองหลวง	33210	33210		3312	อำเภอห้วยทับทัน	ห้วยทับทัน	33	ศรีสะเกษ
331203	กล้วยกว้าง	กล้วยกว้าง	33210	33210		3312	อำเภอห้วยทับทัน	ห้วยทับทัน	33	ศรีสะเกษ
331204	ผักไหม	ผักไหม	33210	33210		3312	อำเภอห้วยทับทัน	ห้วยทับทัน	33	ศรีสะเกษ
331205	จานแสนไชย	จานแสนไชย	33210	33210		3312	อำเภอห้วยทับทัน	ห้วยทับทัน	33	ศรีสะเกษ
331206	ปราสาท	ปราสาท	33210	33210		3312	อำเภอห้วยทับทัน	ห้วยทับทัน	33	ศรีสะเกษ
331301	โนนค้อ	โนนค้อ	33250	33250		3313	อำเภอโนนคูณ	โนนคูณ	33	ศรีสะเกษ
331302	บก	บก	33250	33250		3313	อำเภอโนนคูณ	โนนคูณ	33	ศรีสะเกษ
331303	โพธิ์	โพธิ์	33250	33250		3313	อำเภอโนนคูณ	โนนคูณ	33	ศรีสะเกษ
331304	หนองกุง	หนองกุง	33250	33250		3313	อำเภอโนนคูณ	โนนคูณ	33	ศรีสะเกษ
331305	เหล่ากวาง	เหล่ากวาง	33250	33250		3313	อำเภอโนนคูณ	โนนคูณ	33	ศรีสะเกษ
331401	ศรีแก้ว	ศรีแก้ว	33240	33240		3314	อำเภอศรีรัตนะ	ศรีรัตนะ	33	ศรีสะเกษ
331402	พิงพวย	พิงพวย	33240	33240		3314	อำเภอศรีรัตนะ	ศรีรัตนะ	33	ศรีสะเกษ
331403	สระเยาว์	สระเยาว์	33240	33240		3314	อำเภอศรีรัตนะ	ศรีรัตนะ	33	ศรีสะเกษ
331404	ตูม	ตูม	33240	33240		3314	อำเภอศรีรัตนะ	ศรีรัตนะ	33	ศรีสะเกษ
331405	เสื่องข้าว	เสื่องข้าว	33240	33240		3314	อำเภอศรีรัตนะ	ศรีรัตนะ	33	ศรีสะเกษ
331406	ศรีโนนงาม	ศรีโนนงาม	33240	33240		3314	อำเภอศรีรัตนะ	ศรีรัตนะ	33	ศรีสะเกษ
331407	สะพุง	สะพุง	33240	33240		3314	อำเภอศรีรัตนะ	ศรีรัตนะ	33	ศรีสะเกษ
331501	น้ำเกลี้ยง	น้ำเกลี้ยง	33130	33130		3315	อำเภอน้ำเกลี้ยง	น้ำเกลี้ยง	33	ศรีสะเกษ
331502	ละเอาะ	ละเอาะ	33130	33130		3315	อำเภอน้ำเกลี้ยง	น้ำเกลี้ยง	33	ศรีสะเกษ
331503	ตองปิด	ตองปิด	33130	33130		3315	อำเภอน้ำเกลี้ยง	น้ำเกลี้ยง	33	ศรีสะเกษ
331504	เขิน	เขิน	33130	33130		3315	อำเภอน้ำเกลี้ยง	น้ำเกลี้ยง	33	ศรีสะเกษ
331505	รุ่งระวี	รุ่งระวี	33130	33130		3315	อำเภอน้ำเกลี้ยง	น้ำเกลี้ยง	33	ศรีสะเกษ
331506	คูบ	คูบ	33130	33130		3315	อำเภอน้ำเกลี้ยง	น้ำเกลี้ยง	33	ศรีสะเกษ
331601	บุสูง	บุสูง	33270	33270		3316	อำเภอวังหิน	วังหิน	33	ศรีสะเกษ
331602	ธาตุ	ธาตุ	33270	33270		3316	อำเภอวังหิน	วังหิน	33	ศรีสะเกษ
331603	ดวนใหญ่	ดวนใหญ่	33270	33270		3316	อำเภอวังหิน	วังหิน	33	ศรีสะเกษ
331604	บ่อแก้ว	บ่อแก้ว	33270	33270		3316	อำเภอวังหิน	วังหิน	33	ศรีสะเกษ
331605	ศรีสำราญ	ศรีสำราญ	33270	33270		3316	อำเภอวังหิน	วังหิน	33	ศรีสะเกษ
331606	ทุ่งสว่าง	ทุ่งสว่าง	33270	33270		3316	อำเภอวังหิน	วังหิน	33	ศรีสะเกษ
331607	วังหิน	วังหิน	33270	33270		3316	อำเภอวังหิน	วังหิน	33	ศรีสะเกษ
331608	โพนยาง	โพนยาง	33270	33270		3316	อำเภอวังหิน	วังหิน	33	ศรีสะเกษ
331701	โคกตาล	โคกตาล	33140	33140		3317	อำเภอภูสิงห์	ภูสิงห์	33	ศรีสะเกษ
331702	ห้วยตามอญ	ห้วยตามอญ	33140	33140		3317	อำเภอภูสิงห์	ภูสิงห์	33	ศรีสะเกษ
331703	ห้วยตึ๊กชู	ห้วยตึ๊กชู	33140	33140		3317	อำเภอภูสิงห์	ภูสิงห์	33	ศรีสะเกษ
331704	ละลม	ละลม	33140	33140		3317	อำเภอภูสิงห์	ภูสิงห์	33	ศรีสะเกษ
331705	ตะเคียนราม	ตะเคียนราม	33140	33140		3317	อำเภอภูสิงห์	ภูสิงห์	33	ศรีสะเกษ
331706	ดงรัก	ดงรัก	33140	33140		3317	อำเภอภูสิงห์	ภูสิงห์	33	ศรีสะเกษ
331707	ไพรพัฒนา	ไพรพัฒนา	33140	33140		3317	อำเภอภูสิงห์	ภูสิงห์	33	ศรีสะเกษ
331801	เมืองจันทร์	เมืองจันทร์	33120	33120		3318	อำเภอเมืองจันทร์	เมืองจันทร์	33	ศรีสะเกษ
331802	ตาโกน	ตาโกน	33120	33120		3318	อำเภอเมืองจันทร์	เมืองจันทร์	33	ศรีสะเกษ
331803	หนองใหญ่	หนองใหญ่	33120	33120		3318	อำเภอเมืองจันทร์	เมืองจันทร์	33	ศรีสะเกษ
331901	เสียว	เสียว	33110	33110		3319	อำเภอเบญจลักษ์	เบญจลักษ์	33	ศรีสะเกษ
331902	หนองหว้า	หนองหว้า	33110	33110		3319	อำเภอเบญจลักษ์	เบญจลักษ์	33	ศรีสะเกษ
331903	หนองงูเหลือม	หนองงูเหลือม	33110	33110		3319	อำเภอเบญจลักษ์	เบญจลักษ์	33	ศรีสะเกษ
331904	หนองฮาง	หนองฮาง	33110	33110		3319	อำเภอเบญจลักษ์	เบญจลักษ์	33	ศรีสะเกษ
331905	ท่าคล้อ	ท่าคล้อ	33110	33110		3319	อำเภอเบญจลักษ์	เบญจลักษ์	33	ศรีสะเกษ
332001	พยุห์	พยุห์	33230	33230		3320	อำเภอพยุห์	พยุห์	33	ศรีสะเกษ
332002	พรหมสวัสดิ์	พรหมสวัสดิ์	33230	33230		3320	อำเภอพยุห์	พยุห์	33	ศรีสะเกษ
332003	ตำแย	ตำแย	33230	33230		3320	อำเภอพยุห์	พยุห์	33	ศรีสะเกษ
